Uuid,Answers,Members,Fully specified name:en,Short name:en,Data class,Data type,_version:1,_order:2
a555b095-4cda-4d76-9237-66e7397622ee,,"Registered on Mtiba,
Mtiba Transaction Number",Mtiba registeration,"",Misc,N/A,"",""
